Gender,Name,Nationality,Age,Height,Weight,Occupation,Kids,Dish
F,Sabrina,Spain,24,192,89,Psychology,0,Fish
M,Carlos,Greece,28,195,95,Physics,3,Salad
M,Eric,UK,26,152,52,Biology,3,Spaghetti
M,Tom,Korea,30,183,120,Psychology,1,Spaghetti
F,Elsa,Jamaica,20,160,101,Computer Science,2,Sushi
F,Ivy,Korea,28,167,61,Literature,3,Hamburger
F,Sabrina,Spain,30,166,117,Business,3,Pizza
M,Pedro,UK,26,180,87,Finance,2,Spaghetti
F,Sabrina,Italy,29,183,112,Computer Science,2,Garlic butter naans
M,Fabio,US,24,159,64,Biology,3,Salad
M,Jamie,Greece,22,161,93,Unemployed,1,Spaghetti
F,Charlie,Germany,20,190,110,Psychology,3,Salad
M,Roy,UK,24,177,96,Unemployed,0,Fish
F,Emma,China,22,154,65,Mathematics,3,Fish
M,Valentin,Russia,22,160,80,Medecine,2,Kebab
M,Carlos,Korea,20,191,87,Physics,2,Fish
F,Ivy,Jamaica,26,190,91,Psychology,3,Sushi
F,Emma,Chile,24,166,77,Business,3,Kebab
M,Kim,Sweden,21,162,76,Physics,2,Salad
F,Jamie,Russia,24,179,115,Teaching,1,Kebab
F,Jude,US,21,177,96,Medecine,3,Pizza
M,Jean,Japan,21,173,85,Business,3,Pizza
M,Joel,Italy,24,178,91,Music,1,Spaghetti
M,Jamie,Spain,24,195,85,Biology,1,Steak
M,Pedro,France,20,195,100,Computer Science,3,Garlic butter naans
M,Jean,China,30,172,73,Teaching,0,Salad
F,Kim,Jamaica,26,191,91,Physics,2,Sushi
F,Sophie,Luxembourg,21,172,69,Finance,3,Garlic butter naans
F,Sam,Luxembourg,21,150,49,Finance,0,Spaghetti
M,Sam,Luxembourg,28,183,79,Physics,2,Salad
F,Mia,France,23,183,73,Psychology,0,Sushi
M,Joel,Japan,20,180,93,Psychology,2,Salad
M,Jim,Russia,26,150,69,Theater,0,Fish
M,Yannick,Korea,29,169,105,Psychology,3,Steak
M,Joel,South Africa,28,191,92,Medecine,1,Sushi
F,Teresa,France,21,150,61,Unemployed,0,Pizza
M,Kim,Chile,29,190,110,Music,2,Salad
M,Kevin,Sweden,24,189,92,Unemployed,3,Pizza
M,Jamie,Greece,30,183,78,Psychology,0,Pizza
M,Jamie,Jamaica,21,178,120,Theater,0,Steak
F,Hannah,South Africa,22,195,119,Business,0,Spaghetti
F,Charlie,Chile,23,160,62,Teaching,3,Spaghetti
M,Kevin,Luxembourg,28,172,67,Music,2,Kebab
M,Jim,Canada,23,180,95,Mathematics,1,Salad
F,Sam,France,26,192,87,Literature,0,Garlic butter naans
F,Ivy,US,21,154,65,Teaching,2,Steak
M,Jude,Canada,27,186,108,Teaching,0,Garlic butter naans
M,Sam,Sweden,27,161,115,Finance,0,Kebab
F,Hannah,Canada,28,157,118,Physics,3,Fish
M,Sofyan,Jamaica,27,173,117,Physics,1,Gnocchi
F,Isabel,Japan,22,157,71,Finance,2,Pizza
M,Louis,UK,27,153,50,Unemployed,1,Fish
M,Carlos,Sweden,27,168,104,Music,2,Salad
F,Jude,Russia,29,166,108,Finance,0,Fish
F,Elsa,Germany,24,193,90,Psychology,2,Sushi
M,Joel,Greece,25,170,100,Computer Science,0,Gnocchi
M,Sofyan,Sweden,23,159,70,Physics,3,Kebab
M,Jim,South Africa,30,160,71,Theater,3,Fish
F,Jeanne,UK,26,169,116,Business,0,Gnocchi
M,Jamie,US,22,174,102,Psychology,0,Kebab
F,Sabrina,Canada,28,189,106,Teaching,2,Garlic butter naans
M,Jim,Korea,27,186,99,Biology,1,Gnocchi
M,Kim,Greece,21,161,77,Psychology,1,Steak
F,Jude,Germany,23,168,77,Business,2,Garlic butter naans
M,Roy,Luxembourg,25,186,80,Biology,2,Steak
M,Jamie,Greece,25,178,105,Medecine,3,Sushi
M,Sofyan,France,25,188,95,Biology,0,Steak
M,Kim,Luxembourg,23,182,77,Biology,2,Spaghetti
M,Eric,Sweden,29,153,80,Computer Science,3,Salad
M,Kevin,France,20,172,72,Psychology,2,Kebab
M,Roy,Russia,24,174,73,Mathematics,1,Pizza
M,Yannick,Greece,30,169,102,Biology,1,Gnocchi
F,Emma,Korea,27,184,96,Biology,1,Spaghetti
M,Jean,Korea,27,176,73,Psychology,1,Gnocchi
F,Zoey,Luxembourg,30,186,109,Music,1,Sushi
M,Kim,Luxembourg,22,153,58,Literature,0,Hamburger
M,Tim,Luxembourg,23,161,98,Medecine,1,Pizza
F,Sophie,Italy,30,160,111,Finance,0,Garlic butter naans
M,Jude,US,22,157,55,Biology,0,Pizza
F,Jamie,Jamaica,27,162,116,Biology,0,Garlic butter naans
F,Sara,France,29,169,96,Physics,2,Steak
F,Sophie,China,21,178,97,Literature,3,Salad
F,Ivy,Japan,23,184,77,Teaching,3,Steak
M,Tom,France,22,166,73,Literature,0,Gnocchi
M,Yannick,Greece,30,151,57,Business,3,Sushi
M,Kevin,US,28,172,76,Biology,3,Spaghetti
F,Mia,South Africa,29,151,87,Literature,2,Hamburger
M,Sam,Canada,20,152,118,Literature,3,Salad
M,Tom,Japan,30,161,120,Biology,1,Fish
F,Emma,Chile,24,176,67,Physics,2,Garlic butter naans
F,Emma,Spain,27,188,82,Music,1,Garlic butter naans
M,Roy,Canada,27,181,102,Computer Science,3,Pizza
F,Elsa,Jamaica,20,189,79,Teaching,0,Fish
F,Hannah,Jamaica,21,158,76,Computer Science,1,Hamburger
F,Sam,Canada,27,189,98,Psychology,1,Spaghetti
M,Jude,Greece,25,151,56,Computer Science,2,Salad
F,Isabel,Russia,30,157,91,Business,3,Fish
F,Emma,Greece,26,195,91,Theater,3,Sushi
M,Sofyan,Germany,30,151,71,Finance,0,Pizza
F,Ivy,Sweden,20,175,102,Literature,0,Kebab
F,Teresa,Korea,25,157,57,Psychology,2,Fish
M,Carlos,Russia,24,154,58,Teaching,3,Gnocchi
F,Sabrina,Germany,20,195,107,Theater,0,Steak
F,Sophie,South Africa,26,174,100,Computer Science,2,Steak
M,Jamie,UK,26,191,97,Theater,3,Kebab
M,Eric,UK,26,168,114,Physics,0,Hamburger
M,Jean,US,22,155,68,Unemployed,2,Sushi
F,Jamie,US,23,187,81,Medecine,2,Gnocchi
F,Ivy,Canada,25,165,71,Finance,1,Pizza
M,Valentin,Jamaica,28,176,104,Literature,3,Kebab
M,Yannick,Greece,30,164,79,Medecine,2,Hamburger
M,Jim,Chile,28,171,117,Teaching,2,Sushi
M,Tim,China,29,195,91,Mathematics,0,Spaghetti
F,Sabrina,Korea,25,182,113,Theater,2,Gnocchi
F,Sabrina,Germany,23,165,112,Literature,1,Salad
F,Ivy,Sweden,24,177,112,Psychology,3,Hamburger
M,Jim,South Africa,21,175,68,Biology,1,Kebab
M,Valentin,Japan,24,187,96,Unemployed,0,Pizza
F,Marie,Japan,26,174,102,Medecine,0,Sushi
F,Zoey,Germany,21,172,87,Psychology,1,Salad
M,Eric,Sweden,30,185,113,Psychology,3,Sushi
F,Ivy,Canada,21,187,102,Mathematics,0,Garlic butter naans
F,Jamie,UK,23,154,70,Business,2,Steak
F,Marie,Italy,26,175,90,Finance,2,Pizza
M,Kim,Luxembourg,22,192,97,Finance,1,Fish
F,Hannah,Russia,28,184,89,Literature,3,Garlic butter naans
M,Charlie,US,25,151,64,Computer Science,3,Gnocchi
M,Sam,UK,28,170,73,Computer Science,2,Pizza
F,Kim,Sweden,28,169,63,Music,3,Fish
F,Olivia,South Africa,20,161,52,Psychology,2,Hamburger
F,Jude,US,29,150,116,Physics,0,Spaghetti
M,Carlos,Jamaica,20,159,117,Theater,2,Hamburger
M,Jude,UK,26,175,85,Computer Science,1,Spaghetti
F,Ivy,Germany,28,168,61,Literature,1,Garlic butter naans
F,Teresa,Russia,27,183,115,Psychology,0,Steak
F,Ivy,US,26,179,79,Business,0,Steak
M,Eric,Spain,22,185,94,Physics,1,Hamburger
M,Eric,France,27,163,69,Biology,2,Spaghetti
M,Jamie,Sweden,22,193,98,Unemployed,0,Spaghetti
F,Lucie,France,24,168,116,Music,2,Garlic butter naans
F,Sara,Japan,21,176,104,Unemployed,0,Steak
M,Fabio,South Africa,24,170,112,Theater,1,Steak
F,Kim,China,28,168,84,Mathematics,0,Sushi
M,Jim,Greece,20,174,73,Biology,1,Sushi
M,Charlie,Spain,27,181,72,Biology,0,Steak
M,Charlie,Sweden,24,174,71,Medecine,1,Garlic butter naans
M,Kevin,Chile,24,156,88,Psychology,2,Kebab
M,Joel,Spain,23,180,79,Psychology,0,Hamburger
M,Louis,Jamaica,30,185,104,Mathematics,3,Salad
F,Zoey,Korea,20,155,104,Finance,2,Steak
F,Hannah,Canada,28,195,111,Psychology,0,Gnocchi
M,Louis,Germany,30,163,110,Mathematics,0,Steak
F,Hannah,Spain,28,190,101,Business,1,Salad
F,Emma,Spain,27,186,94,Business,0,Sushi
F,Mia,UK,24,191,85,Mathematics,3,Spaghetti
F,Jamie,Jamaica,21,192,107,Business,3,Fish
M,Carlos,Italy,24,189,102,Physics,2,Gnocchi
M,Tom,South Africa,23,187,96,Physics,1,Hamburger
F,Sara,France,26,157,67,Literature,3,Salad
M,Tim,Greece,23,151,99,Theater,3,Fish
M,Kevin,Greece,21,181,116,Computer Science,3,Gnocchi
F,Olivia,Russia,30,156,70,Biology,3,Sushi
M,Louis,Italy,25,157,111,Theater,1,Garlic butter naans
M,Carlos,Germany,25,188,99,Finance,0,Sushi
M,Carlos,France,23,179,117,Mathematics,0,Pizza
F,Jamie,UK,30,177,74,Unemployed,3,Steak
M,Kim,Spain,30,171,84,Medecine,0,Spaghetti
M,Valentin,Chile,22,192,96,Theater,0,Garlic butter naans
F,Sara,Japan,21,174,64,Business,0,Gnocchi
M,Carlos,Canada,25,191,95,Literature,2,Fish
M,Valentin,UK,24,164,111,Medecine,0,Hamburger
F,Sabrina,South Africa,29,168,62,Finance,1,Spaghetti
F,Sabrina,Korea,25,179,105,Music,2,Hamburger
F,Sophie,Spain,24,158,110,Biology,3,Sushi
F,Kim,France,20,178,120,Unemployed,2,Salad
F,Emma,Italy,23,154,64,Teaching,3,Pizza
M,Fabio,France,22,158,52,Psychology,1,Pizza
F,Elsa,Germany,22,156,104,Business,0,Steak
F,Isabel,Canada,26,176,82,Medecine,3,Sushi
F,Sam,Luxembourg,21,190,102,Psychology,1,Kebab
M,Roy,Spain,27,181,106,Medecine,1,Fish
M,Kevin,Chile,26,153,63,Mathematics,3,Pizza
M,Tim,Korea,30,179,101,Music,3,Spaghetti
M,Pedro,Italy,25,177,102,Unemployed,1,Pizza
F,Jamie,France,30,185,110,Literature,2,Gnocchi
M,Kevin,Luxembourg,26,171,119,Theater,2,Garlic butter naans
F,Mia,Korea,28,171,77,Literature,0,Kebab
F,Sam,Korea,30,181,96,Unemployed,2,Spaghetti
F,Kim,France,24,164,90,Biology,3,Gnocchi
M,Jamie,US,26,187,98,Teaching,2,Fish
M,Kevin,Korea,29,188,117,Mathematics,0,Pizza
F,Sara,Chile,29,194,107,Medecine,1,Sushi
F,Charlie,US,27,179,85,Music,3,Salad
F,Sam,Germany,29,161,104,Computer Science,1,Salad
M,Roy,Italy,21,193,114,Teaching,2,Spaghetti
F,Sara,Jamaica,24,174,90,Psychology,1,Hamburger
F,Sam,Chile,22,158,84,Psychology,0,Sushi
M,Tom,Luxembourg,30,150,84,Music,0,Kebab
M,Pedro,Korea,21,168,101,Computer Science,0,Salad
M,Charlie,Spain,25,180,111,Business,1,Sushi
M,Joel,France,22,183,85,Finance,2,Hamburger
M,Eric,Korea,23,191,86,Medecine,2,Fish
M,Louis,Canada,25,194,85,Psychology,0,Spaghetti
M,Tim,Germany,29,152,112,Medecine,1,Gnocchi
F,Sam,Greece,26,164,65,Music,0,Hamburger
F,Kim,Spain,26,152,112,Literature,1,Fish
M,Eric,Luxembourg,24,181,93,Biology,0,Salad
M,Sofyan,South Africa,30,155,71,Unemployed,1,Sushi
F,Teresa,Chile,25,156,108,Music,0,Salad
M,Yannick,UK,28,185,91,Literature,0,Hamburger
M,Kevin,Chile,20,154,119,Business,2,Salad
M,Sofyan,Luxembourg,20,187,102,Music,1,Kebab
M,Sam,Canada,30,150,115,Biology,3,Salad
M,Joel,Jamaica,26,167,87,Psychology,1,Sushi
F,Isabel,UK,23,179,86,Physics,1,Kebab
M,Joel,Canada,28,162,71,Music,3,Garlic butter naans
M,Sofyan,US,28,176,92,Mathematics,2,Sushi
M,Charlie,Sweden,30,187,107,Finance,2,Hamburger
F,Teresa,UK,28,159,83,Business,1,Kebab
F,Mia,Sweden,25,187,111,Mathematics,1,Steak
F,Lucie,Luxembourg,22,174,95,Medecine,1,Fish
M,Roy,US,25,164,81,Literature,3,Kebab
F,Marie,Korea,22,164,84,Music,2,Hamburger
F,Marie,Greece,24,185,92,Psychology,0,Gnocchi
M,Louis,Greece,25,185,97,Business,0,Sushi
M,Tom,Canada,21,160,56,Psychology,3,Fish
F,Marie,Germany,27,156,117,Business,3,Pizza
M,Tom,France,25,161,93,Unemployed,1,Pizza
F,Zoey,China,25,177,76,Business,3,Sushi
M,Jean,Russia,25,191,109,Unemployed,0,Hamburger
F,Zoey,Chile,24,179,110,Teaching,0,Pizza
F,Teresa,South Africa,20,165,70,Unemployed,3,Gnocchi
M,Kim,Italy,21,181,115,Biology,2,Fish
F,Sam,Russia,26,169,83,Computer Science,2,Hamburger
F,Ivy,Germany,26,185,81,Biology,3,Pizza
F,Lucie,US,24,186,97,Teaching,2,Salad
M,Louis,Sweden,26,153,78,Finance,2,Steak
M,Jim,South Africa,29,170,74,Theater,3,Garlic butter naans
M,Valentin,Italy,22,158,77,Mathematics,1,Steak
M,Jude,Greece,23,182,109,Mathematics,0,Gnocchi
M,Valentin,South Africa,28,156,67,Finance,0,Fish
M,Pedro,Russia,24,150,70,Physics,1,Salad
F,Kim,UK,28,177,82,Literature,2,Garlic butter naans
F,Sophie,UK,29,178,101,Computer Science,3,Fish
F,Sam,Japan,21,194,114,Mathematics,0,Salad
M,Eric,Japan,24,195,110,Medecine,2,Gnocchi
M,Jean,Canada,30,195,120,Unemployed,0,Spaghetti
F,Ivy,Korea,26,162,64,Theater,3,Gnocchi
M,Kevin,Luxembourg,24,166,84,Business,3,Pizza
M,Fabio,Korea,22,180,95,Finance,2,Gnocchi
F,Olivia,Italy,27,170,71,Business,2,Pizza
F,Ivy,France,24,165,98,Unemployed,1,Steak
M,Valentin,South Africa,30,169,89,Finance,1,Gnocchi
F,Sara,Spain,28,158,97,Business,2,Sushi
F,Sabrina,Chile,30,178,117,Business,3,Fish
M,Jude,France,30,181,73,Theater,0,Pizza
M,Eric,Japan,20,174,105,Computer Science,3,Kebab
F,Emma,Canada,27,186,88,Theater,1,Sushi
M,Valentin,Canada,23,186,92,Psychology,1,Spaghetti
M,Carlos,Germany,25,179,91,Computer Science,3,Pizza
F,Olivia,Luxembourg,28,152,42,Medecine,1,Sushi
F,Lucie,Jamaica,21,166,95,Psychology,3,Salad
F,Mia,Sweden,26,164,88,Mathematics,1,Spaghetti
F,Kim,South Africa,21,154,102,Medecine,2,Kebab
F,Elsa,Canada,30,180,87,Music,0,Sushi
M,Jude,Japan,21,155,52,Finance,3,Salad
F,Hannah,Germany,24,166,58,Psychology,2,Steak
M,Tim,Jamaica,27,185,113,Computer Science,0,Gnocchi
F,Charlie,France,23,179,94,Mathematics,1,Salad
F,Mia,Chile,27,159,59,Teaching,1,Sushi
M,Kim,US,29,153,71,Computer Science,2,Fish
M,Sofyan,Greece,21,155,46,Literature,2,Hamburger
F,Olivia,UK,23,187,106,Teaching,3,Fish
M,Jim,Korea,29,152,75,Medecine,1,Salad
M,Valentin,Sweden,21,160,108,Psychology,1,Salad
F,Jamie,Luxembourg,27,154,84,Theater,2,Gnocchi
F,Charlie,Spain,26,169,96,Physics,3,Steak
M,Sofyan,UK,21,175,87,Teaching,2,Hamburger
F,Marie,Chile,29,151,60,Biology,2,Garlic butter naans
F,Marie,Spain,21,188,107,Physics,3,Kebab
F,Elsa,South Africa,29,166,110,Music,2,Kebab
F,Sara,US,27,193,119,Music,0,Sushi
M,Roy,Canada,26,182,86,Theater,0,Hamburger
M,Joel,Korea,29,175,75,Psychology,1,Kebab
M,Carlos,France,22,195,91,Music,1,Garlic butter naans
M,Yannick,France,21,156,57,Mathematics,3,Kebab
F,Emma,Japan,26,151,117,Finance,1,Pizza
F,Mia,Sweden,27,177,87,Teaching,2,Gnocchi
F,Marie,Japan,30,181,95,Finance,2,Spaghetti
F,Sam,Sweden,24,153,88,Theater,0,Pizza
F,Jeanne,Sweden,22,189,119,Unemployed,1,Spaghetti
M,Kevin,Italy,28,159,109,Medecine,1,Steak
M,Charlie,Spain,24,188,118,Psychology,1,Salad
F,Jude,Korea,30,168,92,Theater,2,Garlic butter naans
M,Jude,Korea,25,185,112,Finance,1,Sushi
M,Jamie,Chile,30,153,90,Mathematics,0,Spaghetti
M,Sofyan,Japan,23,180,113,Psychology,3,Kebab
F,Sabrina,Korea,30,168,102,Physics,1,Fish
F,Kim,Jamaica,27,166,117,Psychology,2,Pizza
M,Yannick,China,22,166,111,Teaching,0,Salad
F,Jamie,China,28,188,78,Medecine,3,Spaghetti
M,Yannick,Sweden,23,178,104,Medecine,3,Steak
F,Ivy,Luxembourg,27,150,42,Psychology,1,Salad
F,Teresa,Sweden,28,151,102,Unemployed,1,Gnocchi
M,Sofyan,Jamaica,24,164,103,Biology,2,Sushi
M,Jude,UK,29,152,97,Literature,0,Gnocchi
M,Sofyan,Jamaica,20,178,112,Business,0,Gnocchi
M,Tim,Greece,27,155,88,Unemployed,0,Salad
M,Pedro,US,25,177,89,Business,3,Sushi
M,Yannick,Korea,22,169,107,Teaching,3,Spaghetti
F,Sabrina,Jamaica,20,159,62,Unemployed,0,Kebab
F,Sophie,South Africa,27,190,92,Business,2,Salad
M,Louis,Spain,25,171,97,Theater,2,Fish
F,Charlie,Sweden,23,187,92,Computer Science,3,Kebab
M,Carlos,Japan,23,155,101,Unemployed,1,Pizza
F,Mia,Germany,23,161,76,Physics,1,Salad
F,Zoey,France,23,164,97,Physics,3,Steak
F,Marie,Luxembourg,20,194,89,Biology,3,Salad
F,Sabrina,China,28,160,50,Business,2,Hamburger
F,Jamie,Russia,29,161,92,Teaching,0,Fish
M,Tom,UK,29,190,85,Theater,0,Sushi
M,Pedro,Spain,23,191,101,Medecine,2,Sushi
M,Eric,Spain,20,167,112,Music,2,Sushi
M,Roy,France,30,186,116,Unemployed,3,Spaghetti
M,Valentin,Canada,24,164,85,Medecine,3,Steak
F,Jamie,Sweden,26,192,99,Theater,3,Gnocchi
M,Kevin,US,26,187,105,Music,2,Gnocchi
M,Charlie,China,22,178,84,Music,0,Salad
M,Eric,Korea,25,172,72,Business,1,Fish
M,Tim,UK,24,178,78,Business,1,Pizza
F,Mia,Canada,25,172,71,Literature,2,Garlic butter naans
F,Hannah,Korea,22,190,82,Medecine,0,Fish
F,Isabel,Sweden,30,194,101,Psychology,3,Kebab
F,Kim,UK,28,171,93,Physics,3,Pizza
M,Charlie,China,28,155,72,Mathematics,3,Gnocchi
F,Isabel,Chile,26,189,118,Literature,1,Spaghetti
F,Kim,France,21,167,115,Biology,1,Gnocchi
F,Marie,Sweden,21,172,96,Business,1,Gnocchi
M,Tim,Japan,29,180,76,Computer Science,3,Kebab
F,Ivy,Germany,20,168,111,Physics,1,Kebab
M,Joel,US,22,151,109,Theater,3,Sushi
F,Jude,Jamaica,26,175,98,Business,0,Hamburger
M,Kim,France,24,157,99,Psychology,0,Hamburger
M,Kim,France,30,177,97,Mathematics,0,Fish
M,Valentin,Russia,24,158,84,Mathematics,1,Pizza
M,Jean,South Africa,23,170,87,Medecine,3,Hamburger
F,Olivia,China,26,162,87,Mathematics,0,Hamburger
F,Lucie,Canada,30,183,97,Finance,0,Fish
M,Roy,South Africa,24,176,94,Music,1,Pizza
M,Kim,Korea,20,169,61,Teaching,0,Salad
M,Yannick,Greece,29,158,84,Unemployed,1,Spaghetti
M,Jamie,Spain,27,188,113,Biology,1,Spaghetti
M,Fabio,Greece,21,153,46,Business,2,Steak
F,Sophie,South Africa,29,175,81,Theater,0,Garlic butter naans
F,Charlie,South Africa,29,176,118,Literature,2,Garlic butter naans
M,Sofyan,South Africa,29,175,117,Mathematics,2,Pizza
M,Tom,Germany,21,156,70,Business,0,Spaghetti
F,Emma,Jamaica,30,184,118,Music,2,Sushi
M,Kevin,Luxembourg,26,183,104,Theater,1,Garlic butter naans
F,Sabrina,Sweden,29,194,110,Unemployed,1,Steak
M,Roy,Russia,27,152,66,Theater,2,Pizza
M,Eric,Spain,29,190,115,Psychology,2,Garlic butter naans
M,Yannick,China,23,153,57,Medecine,3,Hamburger
M,Joel,Luxembourg,29,177,88,Psychology,0,Sushi
M,Fabio,Korea,25,176,91,Biology,2,Steak
M,Fabio,France,27,163,74,Psychology,2,Gnocchi
M,Roy,Korea,27,154,56,Music,3,Garlic butter naans
M,Sam,Jamaica,24,186,109,Biology,0,Salad
M,Carlos,Spain,28,155,69,Biology,1,Steak
F,Zoey,Chile,26,166,70,Biology,1,Sushi
M,Tim,Korea,20,167,68,Unemployed,0,Garlic butter naans
F,Hannah,South Africa,21,157,99,Theater,2,Gnocchi
F,Charlie,Russia,28,179,89,Business,1,Gnocchi
F,Zoey,Germany,22,173,73,Finance,0,Kebab
M,Kevin,South Africa,30,186,100,Theater,0,Sushi
F,Lucie,Korea,22,150,92,Mathematics,0,Gnocchi
M,Sam,Canada,20,170,91,Teaching,1,Gnocchi
F,Sara,Chile,22,172,89,Finance,1,Gnocchi
M,Charlie,UK,23,185,118,Literature,3,Steak
F,Kim,South Africa,22,183,110,Business,3,Steak
M,Jim,China,21,155,61,Theater,1,Salad
M,Sofyan,Korea,25,162,62,Music,0,Garlic butter naans
F,Teresa,UK,30,189,113,Theater,0,Sushi
F,Isabel,Spain,25,172,120,Unemployed,2,Kebab
F,Marie,Greece,20,188,82,Business,3,Steak
F,Hannah,UK,30,165,94,Computer Science,2,Gnocchi
M,Roy,Spain,27,187,87,Physics,1,Steak
F,Marie,Chile,21,159,103,Theater,0,Garlic butter naans
F,Zoey,Russia,30,169,68,Medecine,2,Kebab
M,Kim,US,29,150,119,Medecine,1,Sushi
M,Eric,Greece,21,170,110,Literature,1,Steak
M,Charlie,Germany,21,190,81,Business,1,Spaghetti
F,Sara,Italy,28,157,105,Finance,1,Pizza
M,Tim,Luxembourg,28,150,112,Psychology,0,Gnocchi
F,Kim,US,27,157,104,Biology,1,Spaghetti
M,Tom,Italy,24,194,116,Biology,2,Kebab
F,Charlie,Korea,29,175,65,Finance,1,Sushi
M,Kevin,Canada,27,159,93,Computer Science,2,Salad
M,Pedro,Russia,25,157,116,Business,3,Sushi
M,Joel,Spain,28,191,81,Literature,3,Pizza
F,Olivia,Russia,21,192,103,Biology,2,Spaghetti
F,Ivy,Jamaica,23,156,61,Literature,1,Salad
F,Ivy,Chile,20,180,93,Psychology,1,Pizza
M,Roy,Italy,22,171,69,Teaching,1,Sushi
F,Hannah,Jamaica,30,183,109,Mathematics,0,Garlic butter naans
F,Sara,Canada,28,174,108,Medecine,0,Kebab
F,Olivia,Russia,24,185,97,Computer Science,2,Sushi
F,Sabrina,Sweden,20,185,94,Biology,3,Kebab
M,Sam,US,22,162,89,Biology,2,Pizza
M,Carlos,China,24,162,76,Literature,1,Gnocchi
F,Olivia,Germany,24,180,120,Business,1,Garlic butter naans
M,Kevin,Germany,24,180,82,Physics,3,Sushi
F,Jamie,Italy,20,160,55,Finance,1,Steak
F,Elsa,Korea,28,168,66,Teaching,0,Pizza
M,Tom,UK,25,153,64,Unemployed,0,Sushi
F,Ivy,Chile,21,155,74,Medecine,0,Salad
F,Kim,Spain,28,184,88,Physics,0,Sushi
M,Jim,Korea,24,190,106,Computer Science,1,Hamburger
F,Sara,US,21,194,119,Medecine,0,Salad
M,Tom,Korea,22,167,80,Unemployed,3,Garlic butter naans
F,Mia,Germany,27,175,114,Unemployed,0,Gnocchi
F,Sam,Greece,20,192,118,Mathematics,3,Sushi
F,Hannah,Germany,24,180,85,Psychology,1,Salad
F,Elsa,Sweden,29,154,65,Medecine,3,Spaghetti
M,Jude,Russia,26,191,103,Biology,3,Fish
M,Valentin,Jamaica,20,155,119,Finance,3,Garlic butter naans
F,Sabrina,Japan,23,167,96,Psychology,2,Hamburger
F,Olivia,Sweden,22,181,84,Music,0,Gnocchi
M,Sofyan,Luxembourg,26,178,98,Physics,2,Spaghetti
F,Lucie,South Africa,27,155,66,Computer Science,3,Hamburger
F,Kim,Italy,25,173,116,Finance,3,Hamburger
M,Tom,Chile,22,159,87,Psychology,2,Steak
F,Jeanne,Spain,27,177,84,Finance,1,Sushi
F,Isabel,Sweden,20,182,77,Literature,1,Pizza
F,Hannah,Chile,27,158,107,Finance,3,Fish
F,Jamie,UK,30,185,83,Biology,1,Spaghetti
M,Sam,Russia,25,189,118,Theater,2,Steak
F,Mia,Greece,23,182,96,Literature,1,Spaghetti
M,Roy,China,22,182,118,Finance,3,Gnocchi
F,Teresa,China,22,185,106,Unemployed,1,Steak
F,Hannah,Canada,27,171,108,Music,3,Spaghetti
M,Sofyan,Spain,27,159,85,Mathematics,1,Hamburger
F,Emma,Italy,23,193,94,Biology,3,Gnocchi
F,Sara,Chile,24,154,44,Theater,2,Salad
M,Valentin,France,21,176,114,Teaching,0,Steak
F,Isabel,Spain,26,183,91,Business,3,Steak
M,Tom,Luxembourg,28,167,97,Biology,0,Salad
M,Fabio,Chile,29,174,72,Computer Science,1,Gnocchi
F,Mia,Jamaica,20,165,84,Medecine,1,Pizza
M,Kim,France,27,155,97,Physics,2,Sushi
F,Sara,Canada,27,185,91,Literature,2,Hamburger
M,Joel,Korea,24,155,51,Finance,1,Garlic butter naans
M,Kim,US,21,186,99,Theater,3,Sushi
M,Jean,Italy,23,182,102,Medecine,3,Gnocchi
M,Tom,Greece,27,194,114,Psychology,1,Sushi
F,Isabel,Germany,30,180,119,Physics,2,Steak
F,Marie,Russia,20,161,56,Literature,3,Hamburger
M,Charlie,Sweden,23,182,103,Biology,0,Garlic butter naans
M,Fabio,US,23,165,97,Theater,3,Pizza
F,Sophie,South Africa,30,192,82,Unemployed,3,Spaghetti
M,Louis,Sweden,29,188,108,Unemployed,3,Gnocchi
M,Valentin,Chile,26,153,90,Music,2,Spaghetti
M,Pedro,Russia,29,150,103,Music,3,Sushi
F,Mia,China,25,152,72,Music,3,Hamburger
F,Emma,Sweden,30,182,98,Literature,1,Steak
M,Jean,Japan,26,176,74,Biology,2,Steak
F,Olivia,China,28,177,86,Biology,3,Pizza
M,Kim,Russia,22,153,84,Business,2,Gnocchi
F,Jeanne,Korea,27,179,112,Business,3,Garlic butter naans
F,Jeanne,UK,23,168,84,Theater,1,Pizza
M,Kim,Sweden,28,177,116,Physics,1,Garlic butter naans
F,Jeanne,China,23,179,99,Theater,1,Sushi
F,Zoey,Korea,24,189,96,Finance,3,Steak
M,Jude,Italy,27,159,73,Biology,3,Garlic butter naans
F,Jude,China,25,166,92,Biology,0,Steak
M,Kevin,Russia,24,164,89,Physics,2,Sushi
M,Jamie,Russia,26,166,56,Finance,0,Hamburger
M,Carlos,Germany,21,159,78,Unemployed,2,Gnocchi
F,Lucie,Luxembourg,28,165,104,Mathematics,3,Kebab
M,Louis,Italy,29,181,88,Physics,1,Salad
F,Mia,Italy,20,154,59,Teaching,2,Hamburger
M,Jude,South Africa,22,169,98,Theater,1,Gnocchi
M,Fabio,Chile,20,194,114,Unemployed,1,Salad
M,Tom,Jamaica,28,177,80,Physics,3,Hamburger
F,Charlie,Luxembourg,26,160,84,Psychology,3,Sushi
M,Jamie,China,24,194,102,Finance,3,Kebab
